AverageFloorArea,Quarter,Property Type,EnergyUseAveragePerDwelling,LightingCostAveragePerDwelling,HeatingCostAveragePerDwelling,HotWaterCostAveragePerDwelling
172.0,2,1,86.4,78.6,475.6,99.8
172.0,2,3,92.5,88.0,482.25,111.5
172.0,3,1,92.0,87.0,440.0,95.0
172.0,3,3,86.875,92.125,497.75,123.625
172.0,4,1,86.5,93.5,460.5,107.5
172.0,4,3,82.88888888888889,96.11111111111111,472.0,104.44444444444444
172.0,4,4,73.0,78.0,369.0,107.0
173.0,1,1,34.5,96.5,406.0,127.5
173.0,1,3,101.0,87.66666666666667,517.6666666666666,120.66666666666667
173.0,1,4,84.5,106.5,419.0,97.5
173.0,2,1,80.0,82.66666666666667,423.3333333333333,113.33333333333333
173.0,2,3,91.75,104.25,387.25,115.0
173.0,3,1,80.0,89.0,393.0,107.0
173.0,3,3,77.8,83.0,428.8,102.8
173.0,4,1,112.5,97.5,481.0,120.0
173.0,4,3,83.83333333333333,86.16666666666667,472.5,130.0
174.0,1,1,92.66666666666667,86.0,507.3333333333333,128.0
174.0,1,3,83.83333333333333,88.33333333333333,484.5,112.66666666666667
174.0,2,1,88.75,98.25,462.5,123.75
174.0,2,3,78.5,89.25,470.5,113.5
174.0,3,1,75.0,97.0,504.0,119.0
174.0,3,3,85.5,88.5,506.5,91.5
174.0,4,1,93.0,68.0,448.0,103.0
174.0,4,3,74.66666666666667,83.0,456.0,106.66666666666667
175.0,1,3,83.0,86.0,476.0,100.0
175.0,1,4,68.0,81.0,387.0,101.0
175.0,2,1,86.5,88.0,478.0,130.5
175.0,2,3,79.5,88.33333333333333,464.3333333333333,136.33333333333334
175.0,3,1,79.0,88.0,480.0,97.0
175.0,3,3,71.5,94.0,503.0,99.0
175.0,4,1,91.5,86.0,483.0,116.5
175.0,4,3,92.5,96.75,523.75,133.5
176.0,1,1,92.0,106.0,468.0,107.0
176.0,1,3,81.66666666666667,99.66666666666667,451.0,115.0
176.0,2,1,85.0,94.0,469.0,110.0
176.0,2,3,82.71428571428571,83.57142857142857,499.0,112.57142857142857
176.0,3,1,73.0,94.0,489.0,102.5
176.0,3,3,90.0,90.83333333333333,472.1666666666667,111.66666666666667
176.0,4,1,44.0,97.5,484.0,146.0
176.0,4,3,84.0,88.75,465.5,102.0
177.0,1,1,84.0,82.0,522.0,101.0
177.0,1,3,93.5,92.5,515.5,100.0
177.0,1,4,112.0,113.0,578.0,104.0
177.0,2,1,105.0,97.5,480.5,103.5
177.0,2,3,79.33333333333333,92.33333333333333,452.5,94.83333333333333
177.0,3,1,79.5,81.5,466.5,93.0
177.0,3,3,63.5,89.75,412.0,102.75
177.0,4,1,57.0,93.0,552.0,160.0
177.0,4,3,90.5,95.0,499.8333333333333,118.83333333333333
178.0,1,1,128.0,91.0,528.0,149.0
178.0,1,3,77.25,85.25,494.75,106.25
178.0,1,4,83.0,109.0,444.0,97.0
178.0,2,1,70.0,104.0,399.0,102.0
178.0,2,3,84.25,92.0,471.625,105.375
178.0,3,1,101.33333333333333,82.33333333333333,451.6666666666667,102.33333333333333
178.0,3,3,87.0,98.66666666666667,453.0,96.66666666666667
178.0,3,4,89.0,79.0,506.0,166.0
178.0,4,1,65.0,103.0,365.0,111.0
178.0,4,3,76.0,91.25,504.0,137.5
179.0,1,1,64.0,88.75,455.25,135.75
179.0,1,3,86.75,83.0,521.75,107.75
179.0,2,1,96.0,95.5,508.0,109.5
179.0,2,3,95.75,88.25,507.0,116.75
179.0,3,3,85.4,94.0,485.4,108.6
179.0,4,1,83.5,87.0,508.0,105.0
179.0,4,3,82.83333333333333,86.5,479.8333333333333,104.83333333333333
179.0,4,4,79.0,112.0,390.0,106.0
180.0,1,1,54.5,93.5,535.5,128.5
180.0,1,3,78.66666666666667,78.66666666666667,480.0,113.66666666666667
180.0,2,1,102.66666666666667,89.0,582.0,112.0
180.0,2,3,75.0,90.0,476.0,105.0
180.0,3,1,83.0,87.0,443.0,108.0
180.0,3,3,90.5,91.0,531.5,114.5
180.0,4,1,73.0,80.2,452.8,129.2
180.0,4,3,86.5,96.5,481.0,127.5
181.0,1,1,89.0,102.0,476.0,108.0
181.0,1,3,83.0,89.4,458.2,139.4
181.0,1,4,99.0,108.0,529.0,96.0
181.0,2,1,73.0,97.0,241.0,224.0
181.0,2,3,74.0,73.0,476.0,95.0
181.0,2,4,84.0,84.0,528.0,114.0
181.0,3,1,90.0,87.0,457.0,142.0
181.0,3,3,116.0,99.0,628.0,127.0
181.0,3,4,59.0,92.0,420.0,83.0
181.0,4,1,112.0,106.0,595.0,104.0
181.0,4,3,80.0,96.0,417.0,107.5
182.0,1,1,69.5,91.5,434.0,132.0
182.0,1,3,85.33333333333333,82.66666666666667,511.0,131.33333333333334
182.0,2,1,101.5,87.5,497.0,129.0
182.0,2,3,104.5,95.0,520.0,108.0
182.0,2,4,85.0,90.0,367.0,84.0
182.0,3,1,90.0,96.0,501.0,119.0
182.0,3,3,69.5,94.0,473.5,126.0
182.0,4,1,97.0,76.0,483.0,105.0
182.0,4,2,64.0,92.0,391.0,109.0
183.0,1,1,64.0,98.5,430.0,103.5
183.0,1,3,81.5,87.5,471.5,112.75
183.0,2,1,66.0,92.0,418.5,113.0
183.0,2,3,79.6,89.6,488.8,108.0
183.0,3,3,87.75,87.75,503.75,125.0
183.0,4,1,84.0,105.0,465.0,79.0
183.0,4,3,83.5,92.25,430.25,111.0
184.0,1,1,94.5,114.0,420.0,128.0
184.0,1,3,89.0,85.5,538.5,107.5
184.0,2,1,183.0,73.0,458.0,163.0
184.0,2,3,70.6,87.6,445.2,109.6
184.0,3,1,103.0,89.0,578.5,133.5
184.0,3,3,84.25,87.5,497.5,117.75
184.0,4,1,71.5,90.5,432.5,139.5
184.0,4,3,72.75,101.25,410.0,111.25
185.0,1,1,62.0,109.0,616.0,119.0
185.0,1,3,71.0,109.0,576.0,139.0
185.0,2,3,79.33333333333333,96.33333333333333,469.0,126.0
185.0,3,1,49.0,92.5,423.5,144.5
185.0,3,3,87.83333333333333,102.0,495.5,99.0
185.0,4,1,86.5,100.0,410.0,127.0
185.0,4,3,87.66666666666667,91.66666666666667,526.0,118.33333333333333
186.0,1,1,118.0,102.0,527.0,163.0
186.0,1,3,79.66666666666667,93.0,523.6666666666666,114.66666666666667
186.0,2,1,87.33333333333333,89.66666666666667,470.0,101.33333333333333
186.0,2,3,82.75,88.0,511.75,110.25
186.0,3,3,77.25,87.25,495.5,110.75
186.0,3,4,84.0,111.0,480.0,87.0
186.0,4,1,93.0,86.5,567.5,118.5
186.0,4,3,79.0,91.0,474.3333333333333,108.0
187.0,1,1,73.5,90.5,404.0,165.5
187.0,1,3,80.0,101.0,471.0,103.0
187.0,2,1,74.5,98.5,493.0,137.0
187.0,2,3,76.0,87.66666666666667,500.6666666666667,114.33333333333333
187.0,3,1,108.0,79.0,588.0,143.0
187.0,3,3,82.0,84.0,472.0,98.0
187.0,4,1,75.0,96.0,457.0,94.0
187.0,4,3,108.0,89.0,628.0,109.0
188.0,1,3,73.0,90.33333333333333,469.0,126.33333333333333
188.0,2,1,98.5,97.0,570.0,176.5
188.0,2,3,79.5,94.0,445.5,115.0
188.0,2,4,79.0,101.0,515.0,103.5
188.0,3,1,84.0,99.0,538.0,215.0
188.0,3,3,64.5,92.83333333333333,428.0,103.66666666666667
188.0,3,4,70.0,96.0,381.0,81.0
188.0,4,3,84.5,96.0,457.0,147.5
189.0,1,3,80.0,90.66666666666667,504.6666666666667,117.0
189.0,2,3,82.0,91.5,498.5,102.75
189.0,3,1,82.5,92.0,562.5,160.0
189.0,3,3,81.5,80.0,456.5,97.0
189.0,4,1,83.66666666666667,91.66666666666667,493.3333333333333,100.33333333333333
189.0,4,3,77.8,84.4,510.4,112.8
190.0,1,1,102.0,90.0,629.0,118.0
190.0,1,3,77.66666666666667,105.0,485.3333333333333,117.66666666666667
190.0,1,4,72.5,98.5,440.0,94.5
190.0,2,1,84.0,98.0,521.0,81.0
190.0,2,3,91.66666666666667,92.33333333333333,507.6666666666667,105.66666666666667
190.0,3,3,78.6,91.2,502.0,107.4
190.0,4,3,68.66666666666667,88.0,450.0,103.33333333333333
190.0,4,4,81.0,77.0,519.0,100.0
191.0,1,1,90.0,101.5,499.0,101.0
191.0,1,3,55.0,109.0,410.0,108.0
191.0,2,1,74.0,87.0,417.0,106.0
191.0,2,3,59.0,89.0,469.0,110.0
191.0,3,1,77.0,105.0,421.0,94.0
191.0,3,3,83.0,87.75,539.75,112.75
191.0,4,1,78.0,94.0,425.0,106.0
191.0,4,3,85.0,90.0,528.0,124.0
192.0,1,3,71.33333333333333,84.66666666666667,473.3333333333333,114.0
192.0,2,3,86.2,92.8,510.4,113.4
192.0,3,1,61.5,90.0,415.5,172.5
192.0,3,3,89.0,84.0,553.0,118.0
192.0,3,4,73.0,93.0,426.0,97.0
192.0,4,1,53.0,107.0,522.0,135.0
192.0,4,3,81.6,89.4,490.6,117.8
193.0,1,3,78.66666666666667,92.0,495.0,102.66666666666667
193.0,2,3,82.0,89.4,473.0,110.6
193.0,3,1,85.5,100.5,456.5,101.5
193.0,3,2,71.0,103.0,403.0,134.0
193.0,3,3,96.5,92.5,624.5,114.5
193.0,4,3,71.33333333333333,84.66666666666667,478.0,93.66666666666667
193.0,4,4,103.0,102.0,535.0,105.0
194.0,1,3,81.66666666666667,97.0,462.0,123.33333333333333
194.0,2,1,67.0,96.5,412.0,141.5
194.0,2,3,80.0,86.0,469.0,110.0
194.0,3,1,87.33333333333333,99.0,472.3333333333333,113.66666666666667
194.0,3,3,83.0,91.0,512.3333333333334,104.66666666666667
194.0,3,4,101.0,88.0,624.0,114.0
195.0,1,1,98.0,80.0,615.0,94.0
195.0,1,3,55.0,94.5,450.5,104.5
195.0,2,1,90.5,102.75,495.0,105.25
195.0,2,3,76.5,95.0,454.5,101.5
195.0,3,3,86.0,84.0,483.0,108.0
195.0,3,4,80.0,81.0,609.0,108.0
195.0,4,2,36.0,109.0,348.0,77.0
195.0,4,3,46.0,110.0,598.0,153.0
196.0,1,3,84.0,85.6,507.4,114.6
196.0,2,3,51.0,88.0,450.0,97.0
196.0,3,1,78.0,72.0,510.0,68.0
196.0,3,3,80.25,92.5,499.75,108.25
196.0,4,3,69.0,105.33333333333333,474.3333333333333,102.33333333333333
197.0,1,1,64.0,93.5,480.0,132.5
197.0,1,2,93.0,83.0,534.0,124.0
197.0,1,3,61.0,100.5,444.0,106.5
197.0,2,3,67.0,102.0,594.0,153.0
197.0,3,1,122.0,115.0,557.0,145.0
197.0,3,3,74.0,88.0,504.5,102.5
197.0,4,1,70.0,87.0,441.0,107.0
197.0,4,3,65.5,91.0,508.0,103.5
198.0,1,1,91.0,99.5,549.25,91.25
198.0,1,3,74.33333333333333,101.66666666666667,474.6666666666667,98.0
198.0,2,3,96.0,102.0,566.0,84.0
198.0,3,1,62.0,86.0,620.0,131.0
198.0,3,2,45.0,91.0,323.0,113.0
198.0,3,3,81.0,90.5,506.5,99.25
198.0,4,1,111.0,85.0,617.0,138.0
198.0,4,3,88.66666666666667,90.0,548.3333333333334,125.0
199.0,1,3,75.0,97.0,480.0,111.0
199.0,3,3,81.0,83.0,555.5,90.0
199.0,4,1,94.0,84.0,568.0,116.0
199.0,4,3,87.0,99.66666666666667,563.0,123.33333333333333
200.0,1,3,70.8,93.6,455.4,113.8
200.0,2,3,90.0,99.0,424.0,137.0
200.0,3,1,71.5,103.0,487.0,126.5
200.0,4,3,99.0,91.0,590.0,104.0
